,country,continent,population,iso_code,new_tests_smoothed,new_tests_smoothed_per_thousand,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_100k
4717,Russia,Europe,145934460,RUS,38.625,1.305,84.39,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,6.18,23.4,58.3,8.05
4718,Russia,Europe,145934460,RUS,39.781,1.317,84.39,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,6.18,23.4,58.3,8.05
4719,Russia,Europe,145934460,RUS,40.995,1.32,84.39,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,6.18,23.4,58.3,8.05
4720,Russia,Europe,145934460,RUS,42.403,1.356,84.39,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,6.18,23.4,58.3,8.05
4721,Russia,Europe,145934460,RUS,43.951,1.396,84.39,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,6.18,23.4,58.3,8.05
4722,Russia,Europe,145934460,RUS,45.612,1.404,84.39,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,6.18,23.4,58.3,8.05
4723,Russia,Europe,145934460,RUS,47.392,1.4369999999999998,84.39,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,6.18,23.4,58.3,8.05
4724,Russia,Europe,145934460,RUS,48.974,1.4780000000000002,84.39,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,6.18,23.4,58.3,8.05
4725,Russia,Europe,145934460,RUS,50.381,1.514,,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,6.18,23.4,58.3,8.05
4726,Rwanda,Africa,12952209,RWA,,,48.82,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4727,Rwanda,Africa,12952209,RWA,,,59.93,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4728,Rwanda,Africa,12952209,RWA,,,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4729,Rwanda,Africa,12952209,RWA,0.44,,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4730,Rwanda,Africa,12952209,RWA,0.502,,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4731,Rwanda,Africa,12952209,RWA,0.562,,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4732,Rwanda,Africa,12952209,RWA,0.618,,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4733,Rwanda,Africa,12952209,RWA,0.698,,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4734,Rwanda,Africa,12952209,RWA,0.763,,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4735,Rwanda,Africa,12952209,RWA,0.852,,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4736,Rwanda,Africa,12952209,RWA,0.922,0.069,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4737,Rwanda,Africa,12952209,RWA,0.998,0.071,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4738,Rwanda,Africa,12952209,RWA,1.069,0.07200000000000001,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4739,Rwanda,Africa,12952209,RWA,1.12,0.07200000000000001,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4740,Rwanda,Africa,12952209,RWA,1.179,0.069,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4741,Rwanda,Africa,12952209,RWA,1.234,0.067,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4742,Rwanda,Africa,12952209,RWA,1.29,0.062,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4743,Rwanda,Africa,12952209,RWA,1.39,0.067,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4744,Rwanda,Africa,12952209,RWA,1.5019999999999998,0.07200000000000001,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4745,Rwanda,Africa,12952209,RWA,1.582,0.073,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4746,Rwanda,Africa,12952209,RWA,1.686,0.081,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4747,Rwanda,Africa,12952209,RWA,1.766,0.084,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4748,Rwanda,Africa,12952209,RWA,1.865,0.09,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4749,Rwanda,Africa,12952209,RWA,1.944,0.093,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4750,Rwanda,Africa,12952209,RWA,2.0380000000000003,0.093,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4751,Rwanda,Africa,12952209,RWA,2.154,0.093,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4752,Rwanda,Africa,12952209,RWA,2.285,0.101,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4753,Rwanda,Africa,12952209,RWA,2.373,0.098,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4754,Rwanda,Africa,12952209,RWA,2.479,0.102,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4755,Rwanda,Africa,12952209,RWA,2.571,0.101,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4756,Rwanda,Africa,12952209,RWA,2.652,0.101,100.0,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4757,Rwanda,Africa,12952209,RWA,2.71,0.096,73.81,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4758,Rwanda,Africa,12952209,RWA,2.779,0.08900000000000001,73.81,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4759,Rwanda,Africa,12952209,RWA,2.881,0.085,73.81,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4760,Rwanda,Africa,12952209,RWA,2.998,0.08900000000000001,73.81,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4761,Rwanda,Africa,12952209,RWA,3.103,0.08900000000000001,73.81,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4762,Rwanda,Africa,12952209,RWA,3.195,0.08900000000000001,73.81,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4763,Rwanda,Africa,12952209,RWA,3.276,0.08900000000000001,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4764,Rwanda,Africa,12952209,RWA,3.305,0.085,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4765,Rwanda,Africa,12952209,RWA,3.349,0.081,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4766,Rwanda,Africa,12952209,RWA,3.4160000000000004,0.076,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4767,Rwanda,Africa,12952209,RWA,3.485,0.07,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4768,Rwanda,Africa,12952209,RWA,3.567,0.066,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4769,Rwanda,Africa,12952209,RWA,3.724,0.076,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4770,Rwanda,Africa,12952209,RWA,3.812,0.077,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4771,Rwanda,Africa,12952209,RWA,3.947,0.092,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4772,Rwanda,Africa,12952209,RWA,,,,494.869,20.3,2.9739999999999998,1.642,1854.211,4.28,4.7,21.0,
4773,Saint Kitts and Nevis,North America,53192,KNA,,,,212.865,,,,24654.385,12.84,,,2.3
4774,Saint Lucia,North America,183629,LCA,,,,293.187,34.9,9.721,6.405,12951.839,11.62,,,1.3
4775,Saint Vincent and the Grenadines,North America,110947,VCT,,,,281.78700000000003,31.8,7.724,4.832,10727.146,11.62,,,2.6
4776,San Marino,Europe,33938,SMR,,,,556.6669999999999,,,,56861.47,5.64,,,3.8
4777,San Marino,Europe,33938,SMR,,,0.0,556.6669999999999,,,,56861.47,5.64,,,3.8
4778,San Marino,Europe,33938,SMR,,,5.56,556.6669999999999,,,,56861.47,5.64,,,3.8
4779,San Marino,Europe,33938,SMR,,,16.67,556.6669999999999,,,,56861.47,5.64,,,3.8
4780,San Marino,Europe,33938,SMR,,,27.78,556.6669999999999,,,,56861.47,5.64,,,3.8
4781,San Marino,Europe,33938,SMR,,,33.33,556.6669999999999,,,,56861.47,5.64,,,3.8
4782,San Marino,Europe,33938,SMR,,,74.33,556.6669999999999,,,,56861.47,5.64,,,3.8
4783,San Marino,Europe,33938,SMR,,,85.44,556.6669999999999,,,,56861.47,5.64,,,3.8
4784,San Marino,Europe,33938,SMR,,,88.09,556.6669999999999,,,,56861.47,5.64,,,3.8
4785,San Marino,Europe,33938,SMR,,,92.06,556.6669999999999,,,,56861.47,5.64,,,3.8
4786,San Marino,Europe,33938,SMR,,,82.53,556.6669999999999,,,,56861.47,5.64,,,3.8
4787,San Marino,Europe,33938,SMR,,,71.42,556.6669999999999,,,,56861.47,5.64,,,3.8
4788,Sao Tome and Principe,Africa,219161,STP,,,,212.84099999999998,18.7,2.886,2.162,3052.7140000000004,2.42,,,2.9
4789,Saudi Arabia,Asia,34813867,SAU,,,11.11,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4790,Saudi Arabia,Asia,34813867,SAU,,,19.05,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4791,Saudi Arabia,Asia,34813867,SAU,,,30.16,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4792,Saudi Arabia,Asia,34813867,SAU,,,41.27,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4793,Saudi Arabia,Asia,34813867,SAU,,,52.38,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4794,Saudi Arabia,Asia,34813867,SAU,,,69.97,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4795,Saudi Arabia,Asia,34813867,SAU,,,81.09,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4796,Saudi Arabia,Asia,34813867,SAU,,,89.55,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4797,Saudi Arabia,Asia,34813867,SAU,,,92.72,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4798,Saudi Arabia,Asia,34813867,SAU,,,92.2,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4799,Saudi Arabia,Asia,34813867,SAU,,,94.18,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4800,Saudi Arabia,Asia,34813867,SAU,,,91.01,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4801,Saudi Arabia,Asia,34813867,SAU,11.193,,91.01,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4802,Saudi Arabia,Asia,34813867,SAU,11.653,,87.84,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4803,Saudi Arabia,Asia,34813867,SAU,12.027,,87.84,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4804,Saudi Arabia,Asia,34813867,SAU,12.452,,87.84,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4805,Saudi Arabia,Asia,34813867,SAU,12.916,,87.84,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4806,Saudi Arabia,Asia,34813867,SAU,13.425,,87.84,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4807,Saudi Arabia,Asia,34813867,SAU,13.856,,87.84,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4808,Saudi Arabia,Asia,34813867,SAU,14.274,0.44,87.84,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4809,Saudi Arabia,Asia,34813867,SAU,14.752,0.443,87.84,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4810,Saudi Arabia,Asia,34813867,SAU,15.231,0.458,87.84,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4811,Saudi Arabia,Asia,34813867,SAU,15.742,0.47,,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4812,Saudi Arabia,Asia,34813867,SAU,16.844,0.561,,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4813,Saudi Arabia,Asia,34813867,SAU,17.291,0.552,,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4814,Saudi Arabia,Asia,34813867,SAU,17.754,0.557,,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4815,Saudi Arabia,Asia,34813867,SAU,,,,15.322000000000001,31.9,3.295,1.845,49045.41099999999,17.72,1.8,25.4,2.7
4816,Senegal,Africa,16743930,SEN,0.0,,0.0,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4817,Senegal,Africa,16743930,SEN,0.001,,0.0,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4818,Senegal,Africa,16743930,SEN,,,0.0,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4819,Senegal,Africa,16743930,SEN,0.002,0.0,0.0,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4820,Senegal,Africa,16743930,SEN,0.003,0.0,0.0,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4821,Senegal,Africa,16743930,SEN,0.003,0.0,29.36,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4822,Senegal,Africa,16743930,SEN,0.003,0.0,32.14,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4823,Senegal,Africa,16743930,SEN,0.004,0.0,43.25,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4824,Senegal,Africa,16743930,SEN,0.006999999999999999,0.001,43.25,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4825,Senegal,Africa,16743930,SEN,0.008,0.001,48.81,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4826,Senegal,Africa,16743930,SEN,0.009000000000000001,0.001,48.81,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4827,Senegal,Africa,16743930,SEN,0.013,0.001,51.59,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4828,Senegal,Africa,16743930,SEN,0.015,0.002,51.59,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4829,Senegal,Africa,16743930,SEN,0.02,0.002,51.59,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4830,Senegal,Africa,16743930,SEN,0.023,0.003,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4831,Senegal,Africa,16743930,SEN,0.027000000000000003,0.003,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4832,Senegal,Africa,16743930,SEN,0.035,0.004,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4833,Senegal,Africa,16743930,SEN,0.043,0.005,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4834,Senegal,Africa,16743930,SEN,0.052000000000000005,0.006,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4835,Senegal,Africa,16743930,SEN,0.058,0.006,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4836,Senegal,Africa,16743930,SEN,0.067,0.006999999999999999,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4837,Senegal,Africa,16743930,SEN,0.07200000000000001,0.006999999999999999,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4838,Senegal,Africa,16743930,SEN,0.078,0.006999999999999999,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4839,Senegal,Africa,16743930,SEN,0.08900000000000001,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4840,Senegal,Africa,16743930,SEN,0.097,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4841,Senegal,Africa,16743930,SEN,0.106,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4842,Senegal,Africa,16743930,SEN,0.117,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4843,Senegal,Africa,16743930,SEN,0.122,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4844,Senegal,Africa,16743930,SEN,0.128,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4845,Senegal,Africa,16743930,SEN,0.134,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4846,Senegal,Africa,16743930,SEN,0.141,0.006999999999999999,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4847,Senegal,Africa,16743930,SEN,0.153,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4848,Senegal,Africa,16743930,SEN,0.16399999999999998,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4849,Senegal,Africa,16743930,SEN,0.175,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4850,Senegal,Africa,16743930,SEN,0.181,0.008,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4851,Senegal,Africa,16743930,SEN,0.189,0.009000000000000001,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4852,Senegal,Africa,16743930,SEN,0.206,0.01,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4853,Senegal,Africa,16743930,SEN,0.219,0.011,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4854,Senegal,Africa,16743930,SEN,0.245,0.013,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4855,Senegal,Africa,16743930,SEN,0.263,0.014,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4856,Senegal,Africa,16743930,SEN,0.276,0.015,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4857,Senegal,Africa,16743930,SEN,0.295,0.016,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4858,Senegal,Africa,16743930,SEN,0.312,0.017,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4859,Senegal,Africa,16743930,SEN,0.34,0.019,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4860,Senegal,Africa,16743930,SEN,0.368,0.021,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4861,Senegal,Africa,16743930,SEN,0.392,0.021,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4862,Senegal,Africa,16743930,SEN,0.423,0.023,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4863,Senegal,Africa,16743930,SEN,0.465,0.027000000000000003,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4864,Senegal,Africa,16743930,SEN,0.5,0.029,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4865,Senegal,Africa,16743930,SEN,0.54,0.033,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4866,Senegal,Africa,16743930,SEN,0.5920000000000001,0.036000000000000004,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4867,Senegal,Africa,16743930,SEN,0.64,0.039,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4868,Senegal,Africa,16743930,SEN,0.7090000000000001,0.045,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4869,Senegal,Africa,16743930,SEN,0.763,0.049,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4870,Senegal,Africa,16743930,SEN,0.8340000000000001,0.053,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4871,Senegal,Africa,16743930,SEN,0.883,0.055,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4872,Senegal,Africa,16743930,SEN,0.931,0.056,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4873,Senegal,Africa,16743930,SEN,0.973,0.054000000000000006,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4874,Senegal,Africa,16743930,SEN,1.043,0.058,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4875,Senegal,Africa,16743930,SEN,1.105,0.056,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4876,Senegal,Africa,16743930,SEN,1.157,0.056,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4877,Senegal,Africa,16743930,SEN,1.207,0.053,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4878,Senegal,Africa,16743930,SEN,1.288,0.058,66.67,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4879,Senegal,Africa,16743930,SEN,1.3430000000000002,0.059,62.7,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4880,Senegal,Africa,16743930,SEN,1.409,0.062,62.7,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4881,Senegal,Africa,16743930,SEN,1.464,0.06,62.7,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4882,Senegal,Africa,16743930,SEN,1.523,0.06,62.7,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4883,Senegal,Africa,16743930,SEN,1.59,0.062,,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4884,Senegal,Africa,16743930,SEN,1.649,0.063,,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4885,Senegal,Africa,16743930,SEN,1.6980000000000002,0.059,,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4886,Senegal,Africa,16743930,SEN,1.7619999999999998,0.06,,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4887,Senegal,Africa,16743930,SEN,1.818,0.058,,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4888,Senegal,Africa,16743930,SEN,,,,82.32799999999999,18.7,3.008,1.796,2470.58,2.42,0.4,16.6,
4889,Serbia,Europe,6804596,SRB,0.002,,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4890,Serbia,Europe,6804596,SRB,0.004,,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4891,Serbia,Europe,6804596,SRB,0.005,,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4892,Serbia,Europe,6804596,SRB,0.006999999999999999,,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4893,Serbia,Europe,6804596,SRB,0.006999999999999999,0.001,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4894,Serbia,Europe,6804596,SRB,,0.001,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4895,Serbia,Europe,6804596,SRB,0.01,0.001,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4896,Serbia,Europe,6804596,SRB,0.013,0.001,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4897,Serbia,Europe,6804596,SRB,0.014,0.001,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4898,Serbia,Europe,6804596,SRB,0.015,0.001,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4899,Serbia,Europe,6804596,SRB,0.017,0.001,13.89,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4900,Serbia,Europe,6804596,SRB,0.022,0.002,26.59,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4901,Serbia,Europe,6804596,SRB,0.027000000000000003,0.003,26.59,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4902,Serbia,Europe,6804596,SRB,0.035,0.004,26.59,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4903,Serbia,Europe,6804596,SRB,0.039,0.004,26.59,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4904,Serbia,Europe,6804596,SRB,0.042,0.004,50.13,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4905,Serbia,Europe,6804596,SRB,0.046,0.005,69.84,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4906,Serbia,Europe,6804596,SRB,0.055,0.005,69.84,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4907,Serbia,Europe,6804596,SRB,0.065,0.006,83.6,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4908,Serbia,Europe,6804596,SRB,0.07400000000000001,0.006999999999999999,83.6,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4909,Serbia,Europe,6804596,SRB,0.086,0.006999999999999999,83.6,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4910,Serbia,Europe,6804596,SRB,0.099,0.009000000000000001,100.0,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4911,Serbia,Europe,6804596,SRB,0.112,0.01,100.0,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
4912,Serbia,Europe,6804596,SRB,0.121,0.011,100.0,80.291,41.2,17.366,,14048.881000000001,10.08,37.7,40.2,5.609
